Period,Position,Seniority,Global_exp,Local_exp,Salary
2024_H2,Security Analyst / SOC Analyst,Junior,,1.0,600.0
2024_H2,Data Analyst,Немає тайтлу,,6.0,1400.0
2024_H2,BA (Business Analyst),Middle,,4.0,1600.0
2024_H2,BA (Business Analyst),Немає тайтлу,,3.0,1540.0
2024_H2,BA (Business Analyst),Junior,,2.0,1100.0
2024_H2,BA (Business Analyst),Senior,,9.0,4600.0
2024_H2,Product Analyst,Middle,,1.5,2800.0
2024_H2,BI Analyst,Junior,,1.0,1300.0
2024_H2,Product Analyst,Middle,,4.0,3200.0
2024_H2,BA (Business Analyst),Middle,,1.5,1500.0
2024_H2,BA (Business Analyst),Senior,,10.0,4800.0
2024_H2,Data Analyst,Junior,,0.25,1500.0
2024_H2,Performance Analyst,Middle,,2.0,2600.0
2024_H2,BA (Business Analyst),Немає тайтлу,,2.0,705.0
2024_H2,Data Analyst,Senior,,5.0,3500.0
2024_H2,Data Analyst,Junior,,0.5,900.0
2024_H2,Security Analyst / SOC Analyst,Junior,,1.0,1600.0
2024_H2,BA (Business Analyst),Middle,,2.0,1700.0
2024_H2,Data Analyst,Junior,,0.5,800.0
2024_H2,BA (Business Analyst),Middle,,3.0,2000.0
2024_H2,BA (Business Analyst),Middle,,5.0,550.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Middle,,1.5,2000.0
2024_H2,Performance Analyst,Senior,,4.0,2200.0
2024_H2,BA (Business Analyst),Senior,,7.0,2000.0
2024_H2,BA (Business Analyst),Senior,,3.0,3000.0
2024_H2,BI Analyst,Middle,,4.0,806.0
2024_H2,BA (Business Analyst),Middle,,5.0,3600.0
2024_H2,BA (Business Analyst),Senior,,10.0,3500.0
2024_H2,BI Analyst,Middle,,5.0,2400.0
2024_H2,Data Analyst,Junior,,0.5,750.0
2024_H2,BA (Business Analyst),Junior,,1.5,1000.0
2024_H2,BA (Business Analyst),Middle,,3.0,2700.0
2024_H2,System Analyst,Senior,,4.0,2400.0
2024_H2,Operations Analyst,Middle,,2.0,2000.0
2024_H2,Data Analyst,Middle,,1.0,1200.0
2024_H2,BA (Business Analyst),Middle,,4.0,3500.0
2024_H2,BA (Business Analyst),Middle,,2.0,1850.0
2024_H2,BA (Business Analyst),Middle,,4.0,2500.0
2024_H2,BA (Business Analyst),Middle,,5.0,4400.0
2024_H2,BI Analyst,Lead/Team Lead,,1.0,2000.0
2024_H2,BA (Business Analyst),Junior,,0.1,1000.0
2024_H2,BA (Business Analyst),Middle,,2.0,2500.0
2024_H2,Data Analyst,Junior,,1.0,900.0
2024_H2,System Analyst,Tech Lead,,7.0,4000.0
2024_H2,BA (Business Analyst),Senior,,4.0,3100.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,7.0,1500.0
2024_H2,BA (Business Analyst),Middle,,3.0,1900.0
2024_H2,Data Analyst,Senior,,2.0,8000.0
2024_H2,Software Analyst,Middle,,1.5,1360.0
2024_H2,BA (Business Analyst),Middle,,3.0,2850.0
2024_H2,BI Analyst,Middle,,4.0,3200.0
2024_H2,BA (Business Analyst),Немає тайтлу,,1.5,1200.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,15.0,4600.0
2024_H2,BA (Business Analyst),Middle,,6.0,4100.0
2024_H2,System Analyst,Lead/Team Lead,,5.0,4000.0
2024_H2,BA (Business Analyst),Junior,,3.0,1900.0
2024_H2,Operations Analyst,Junior,,1.0,1250.0
2024_H2,BA (Business Analyst),Senior,,5.0,5500.0
2024_H2,BA (Business Analyst),Senior,,8.0,3000.0
2024_H2,Data Analyst,Senior,,5.0,3000.0
2024_H2,BA (Business Analyst),Middle,,10.0,3000.0
2024_H2,BA (Business Analyst),Middle,,2.0,2600.0
2024_H2,Product Analyst,Junior,,0.1,1450.0
2024_H2,BA (Business Analyst),Middle,,6.0,3300.0
2024_H2,BA (Business Analyst),Middle,,7.0,1470.0
2024_H2,BA (Business Analyst),Senior,,3.0,3700.0
2024_H2,BA (Business Analyst),Senior,,5.0,3500.0
2024_H2,Data Analyst,Немає тайтлу,,1.5,1600.0
2024_H2,Data Analyst,Junior,,0.25,1500.0
2024_H2,BA (Business Analyst),Senior,,12.0,4200.0
2024_H2,BA (Business Analyst),Senior,,15.0,4200.0
2024_H2,BA (Business Analyst),Middle,,3.0,1100.0
2024_H2,BA (Business Analyst),Немає тайтлу,,3.0,1440.0
2024_H2,BA (Business Analyst),Senior,,4.0,4200.0
2024_H2,System Analyst,Senior,,5.0,3000.0
2024_H2,BA (Business Analyst),Middle,,2.0,3000.0
2024_H2,BI Analyst,Senior,,7.0,2500.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,4.0,2100.0
2024_H2,BA (Business Analyst),Middle,,3.0,2300.0
2024_H2,System Analyst,Middle,,6.0,700.0
2024_H2,Security Analyst / SOC Analyst,Middle,,1.5,2700.0
2024_H2,BA (Business Analyst),Middle,,5.0,2250.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,6.0,1900.0
2024_H2,Financial Analyst,Junior,,0.5,740.0
2024_H2,Anti-Fraud Analyst,Middle,,1.0,1300.0
2024_H2,Data Analyst,Middle,,3.0,1600.0
2024_H2,BA (Business Analyst),Middle,,2.0,1850.0
2024_H2,Data Analyst,Junior,,1.0,1100.0
2024_H2,Data Analyst,Немає тайтлу,,3.0,3500.0
2024_H2,Data Analyst,Junior,,1.0,960.0
2024_H2,Data Analyst,Junior,,1.5,600.0
2024_H2,Data Analyst,Middle,,2.0,1200.0
2024_H2,BA (Business Analyst),Middle,,1.5,1200.0
2024_H2,Data Analyst,Middle,,2.0,2100.0
2024_H2,Data Analyst,Middle,,2.0,1150.0
2024_H2,BA (Business Analyst),Senior,,4.0,3500.0
2024_H2,BA (Business Analyst),Middle,,3.0,2600.0
2024_H2,BA (Business Analyst),Немає тайтлу,,5.0,3300.0
2024_H2,Data Analyst,Senior,,5.0,4000.0
2024_H2,BA (Business Analyst),Senior,,8.0,3300.0
2024_H2,Data Analyst,Middle,,15.0,1150.0
2024_H2,Data Analyst,Middle,,5.0,2500.0
2024_H2,Data Analyst,Middle,,5.0,1700.0
2024_H2,BA (Business Analyst),Junior,,1.0,1100.0
2024_H2,Product Analyst,Junior,,0.1,820.0
2024_H2,BA (Business Analyst),Senior,,10.0,4500.0
2024_H2,BA (Business Analyst),Middle,,5.0,3200.0
2024_H2,BA (Business Analyst),Senior,,15.0,6000.0
2024_H2,Data Analyst,Intern/Trainee,,0.1,550.0
2024_H2,BA (Business Analyst),Junior,,3.0,1200.0
2024_H2,BA (Business Analyst),Middle,,1.0,1100.0
2024_H2,BA (Business Analyst),Junior,,2.0,1000.0
2024_H2,BA (Business Analyst),Middle,,1.5,1200.0
2024_H2,BA (Business Analyst),Senior,,7.0,5000.0
2024_H2,BA (Business Analyst),Senior,,10.0,2000.0
2024_H2,BA (Business Analyst),Middle,,4.0,3000.0
2024_H2,BA (Business Analyst),Senior,,9.0,3553.0
2024_H2,BA (Business Analyst),Senior,,6.0,4700.0
2024_H2,BA (Business Analyst),Senior,,7.0,3200.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,9.0,4500.0
2024_H2,BA (Business Analyst),Middle,,5.0,1500.0
2024_H2,BA (Business Analyst),Немає тайтлу,,5.0,1200.0
2024_H2,Security Analyst / SOC Analyst,Middle,,3.0,2300.0
2024_H2,Data Analyst,Middle,,5.0,1300.0
2024_H2,Data Analyst,Junior,,3.0,700.0
2024_H2,Product Analyst,Middle,,4.0,3500.0
2024_H2,BA (Business Analyst),Middle,,1.0,1050.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,5.0,4300.0
2024_H2,BI Analyst,Middle,,2.0,1800.0
2024_H2,BI Analyst,Middle,,4.0,2400.0
2024_H2,Product Analyst,Немає тайтлу,,5.0,4000.0
2024_H2,Data Analyst,Senior,,4.0,1600.0
2024_H2,Data Analyst,Middle,,2.0,1700.0
2024_H2,Product Analyst,Middle,,3.0,1650.0
2024_H2,Data Analyst,Junior,,1.0,874.0
2024_H2,BA (Business Analyst),Middle,,4.0,2850.0
2024_H2,BA (Business Analyst),Middle,,1.5,1800.0
2024_H2,Data Analyst,Middle,,1.0,1100.0
2024_H2,Product Analyst,Middle,,3.0,2709.0
2024_H2,BA (Business Analyst),Middle,,3.0,2500.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Junior,,0.25,1200.0
2024_H2,Data Analyst,Middle,,2.0,2700.0
2024_H2,BA (Business Analyst),Middle,,5.0,2700.0
2024_H2,Product Analyst,Lead/Team Lead,,3.0,5000.0
2024_H2,Product Analyst,Middle,,3.0,3000.0
2024_H2,Data Analyst,Middle,,4.0,2305.0
2024_H2,Data Analyst,Junior,,1.5,1568.0
2024_H2,BA (Business Analyst),Senior,,8.0,4000.0
2024_H2,BA (Business Analyst),Middle,,3.0,2000.0
2024_H2,BA (Business Analyst),Middle,,3.0,3500.0
2024_H2,BA (Business Analyst),Senior,,5.0,3500.0
2024_H2,BA (Business Analyst),Middle,,4.0,2700.0
2024_H2,Financial Analyst,Senior,,10.0,2300.0
2024_H2,Product Analyst,Middle,,3.0,1400.0
2024_H2,BA (Business Analyst),Senior,,2.0,4300.0
2024_H2,BA (Business Analyst),Senior,,6.0,1300.0
2024_H2,BA (Business Analyst),Middle,,4.0,2500.0
2024_H2,BI Analyst,Немає тайтлу,,5.0,3270.0
2024_H2,BA (Business Analyst),Senior,,7.0,3100.0
2024_H2,Data Analyst,Middle,,2.0,450.0
2024_H2,BI Analyst,Junior,,2.0,2000.0
2024_H2,Data Analyst,Senior,,4.0,3200.0
2024_H2,Data Analyst,Junior,,1.0,1000.0
2024_H2,Data Analyst,Middle,,3.0,2600.0
2024_H2,BA (Business Analyst),Senior,,3.0,4000.0
2024_H2,BA (Business Analyst),Middle,,2.0,2000.0
2024_H2,Data Analyst,Senior,,7.0,4160.0
2024_H2,Data Analyst,Junior,,0.5,1200.0
2024_H2,BA (Business Analyst),Middle,,6.0,2000.0
2024_H2,Data Analyst,Junior,,0.1,950.0
2024_H2,BA (Business Analyst),Middle,,2.0,2000.0
2024_H2,Data Analyst,Junior,,1.0,1200.0
2024_H2,BA (Business Analyst),Middle,,3.0,2500.0
2024_H2,BI Analyst,Middle,,2.0,1730.0
2024_H2,BA (Business Analyst),Junior,,2.0,2050.0
2024_H2,System Analyst,Middle,,4.0,1680.0
2024_H2,BA (Business Analyst),Middle,,2.0,2900.0
2024_H2,Data Analyst,Senior,,8.0,3000.0
2024_H2,Data Analyst,Немає тайтлу,,6.0,2520.0
2024_H2,BA (Business Analyst),Senior,,5.0,3000.0
2024_H2,BA (Business Analyst),Middle,,3.0,1300.0
2024_H2,BA (Business Analyst),Middle,,3.0,2300.0
2024_H2,BA (Business Analyst),Junior,,0.5,400.0
2024_H2,BA (Business Analyst),Middle,,4.0,3000.0
2024_H2,Product Analyst,Junior,,2.0,1500.0
2024_H2,Security Analyst / SOC Analyst,Junior,,3.0,2000.0
2024_H2,BA (Business Analyst),Senior,,6.0,3515.0
2024_H2,Data Analyst,Middle,,2.0,1500.0
2024_H2,BA (Business Analyst),Senior,,5.0,2750.0
2024_H2,BA (Business Analyst),Middle,,4.0,1700.0
2024_H2,Security Analyst / SOC Analyst,Middle,,4.0,730.0
2024_H2,BA (Business Analyst),Middle,,5.0,3500.0
2024_H2,BA (Business Analyst),Principal,,8.0,6030.0
2024_H2,BA (Business Analyst),Senior,,6.0,5100.0
2024_H2,Data Analyst,Junior,,1.0,1600.0
2024_H2,System Analyst,Senior,,5.0,4650.0
2024_H2,BA (Business Analyst),Senior,,5.0,4300.0
2024_H2,BA (Business Analyst),Senior,,5.0,1900.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Junior,,1.5,1500.0
2024_H2,Security Analyst / SOC Analyst,Middle,,1.5,1000.0
2024_H2,Data Analyst,Junior,,1.0,1076.0
2024_H2,Data Analyst,Middle,,5.0,2700.0
2024_H2,BA (Business Analyst),Senior,,8.0,4000.0
2024_H2,Data Analyst,Junior,,1.5,600.0
2024_H2,BA (Business Analyst),Middle,,4.0,1200.0
2024_H2,Data Analyst,Senior,,4.0,1666.0
2024_H2,Data Analyst,Middle,,4.0,2200.0
2024_H2,BA (Business Analyst),Middle,,3.0,1700.0
2024_H2,BA (Business Analyst),Middle,,1.5,2800.0
2024_H2,Product Analyst,Middle,,2.0,2000.0
2024_H2,Data Analyst,Junior,,2.0,1000.0
2024_H2,Data Analyst,Senior,,3.0,3600.0
2024_H2,Data Analyst,Middle,,2.0,1080.0
2024_H2,BA (Business Analyst),Senior,,7.0,3300.0
2024_H2,System Analyst,Senior,,15.0,950.0
2024_H2,BA (Business Analyst),Немає тайтлу,,3.0,3200.0
2024_H2,BA (Business Analyst),Junior,,1.5,1000.0
2024_H2,BA (Business Analyst),Senior,,10.0,5900.0
2024_H2,System Analyst,Senior,,7.0,3500.0
2024_H2,Research Analyst,Senior,,9.0,1500.0
2024_H2,BA (Business Analyst),Middle,,3.0,7800.0
2024_H2,Product Analyst,Junior,,1.5,1300.0
2024_H2,Game Analyst,Senior,,8.0,1400.0
2024_H2,BA (Business Analyst),Middle,,4.0,1800.0
2024_H2,BA (Business Analyst),Senior,,7.0,3500.0
2024_H2,BA (Business Analyst),Senior,,15.0,13000.0
2024_H2,Data Analyst,Senior,,3.0,3000.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,6.0,3900.0
2024_H2,BA (Business Analyst),Немає тайтлу,,0.1,500.0
2024_H2,BA (Business Analyst),Senior,,5.0,5000.0
2024_H2,BA (Business Analyst),Middle,,3.0,4000.0
2024_H2,BA (Business Analyst),Senior,,10.0,3700.0
2024_H2,BI Analyst,Senior,,6.0,2500.0
2024_H2,BA (Business Analyst),Немає тайтлу,,8.0,2000.0
2024_H2,Product Analyst,Немає тайтлу,,5.0,3500.0
2024_H2,BA (Business Analyst),Junior,,3.0,1550.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,7.0,3600.0
2024_H2,BA (Business Analyst),Middle,,4.0,2500.0
2024_H2,Data Analyst,Middle,,2.0,2250.0
2024_H2,Data Analyst,Middle,,5.0,3800.0
2024_H2,BA (Business Analyst),Junior,,0.5,600.0
2024_H2,Product Analyst,Junior,,1.5,1200.0
2024_H2,Data Analyst,Middle,,3.0,5300.0
2024_H2,Product Analyst,Middle,,2.0,1500.0
2024_H2,System Analyst,Lead/Team Lead,,15.0,4900.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Middle,,3.0,1100.0
2024_H2,BA (Business Analyst),Senior,,3.0,2300.0
2024_H2,BA (Business Analyst),Middle,,3.0,3000.0
2024_H2,BA (Business Analyst),Intern/Trainee,,0.1,420.0
2024_H2,Product Analyst,Middle,,3.0,2100.0
2024_H2,BA (Business Analyst),Senior,,11.0,8000.0
2024_H2,BA (Business Analyst),Немає тайтлу,,3.0,1309.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,5.0,4395.0
2024_H2,System Analyst,Senior,,3.0,4650.0
2024_H2,BA (Business Analyst),Middle,,3.0,1200.0
2024_H2,Data Analyst,Немає тайтлу,,1.0,1500.0
2024_H2,BA (Business Analyst),Senior,,9.0,3200.0
2024_H2,Data Analyst,Junior,,0.1,800.0
2024_H2,BA (Business Analyst),Senior,,4.0,3700.0
2024_H2,BA (Business Analyst),Senior,,3.0,4000.0
2024_H2,Product Analyst,Middle,,1.5,1800.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,11.0,2500.0
2024_H2,BA (Business Analyst),Senior,,4.0,4750.0
2024_H2,BA (Business Analyst),Middle,,5.0,2500.0
2024_H2,BI Analyst,Senior,,4.0,2000.0
2024_H2,System Analyst,Senior,,6.0,1900.0
2024_H2,Data Analyst,Junior,,1.0,1200.0
2024_H2,System Analyst,Middle,,6.0,2600.0
2024_H2,Data Analyst,Junior,,0.5,730.0
2024_H2,Data Analyst,Senior,,3.0,3000.0
2024_H2,BI Analyst,Немає тайтлу,,0.1,600.0
2024_H2,Data Analyst,Middle,,3.0,2500.0
2024_H2,BA (Business Analyst),Немає тайтлу,,5.0,1486.0
2024_H2,System Analyst,Junior,,0.25,480.0
2024_H2,BA (Business Analyst),Middle,,3.0,1300.0
2024_H2,Research Analyst,Junior,,1.0,821.0
2024_H2,BA (Business Analyst),Middle,,5.0,2300.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Senior,,5.0,2400.0
2024_H2,BA (Business Analyst),Middle,,4.0,2000.0
2024_H2,BA (Business Analyst),Немає тайтлу,,3.0,2800.0
2024_H2,BA (Business Analyst),Немає тайтлу,,14.0,1375.0
2024_H2,Performance Analyst,Middle,,3.0,2000.0
2024_H2,BA (Business Analyst),Senior,,6.0,5100.0
2024_H2,Data Analyst,Junior,,1.0,1250.0
2024_H2,Financial Analyst,Middle,,0.5,2500.0
2024_H2,Product Analyst,Middle,,3.0,2400.0
2024_H2,BA (Business Analyst),Middle,,3.0,3000.0
2024_H2,BA (Business Analyst),Middle,,2.0,1200.0
2024_H2,Product Analyst,Junior,,1.0,900.0
2024_H2,Data Analyst,Немає тайтлу,,5.0,5100.0
2024_H2,BA (Business Analyst),Middle,,3.0,1800.0
2024_H2,System Analyst,Middle,,5.0,2200.0
2024_H2,Performance Analyst,Senior,,3.0,2500.0
2024_H2,BA (Business Analyst),Senior,,8.0,5000.0
2024_H2,Financial Analyst,Немає тайтлу,,2.0,1500.0
2024_H2,BA (Business Analyst),Senior,,7.0,3800.0
2024_H2,Data Analyst,Junior,,1.5,700.0
2024_H2,BA (Business Analyst),Senior,,6.0,3850.0
2024_H2,BA (Business Analyst),Senior,,9.0,3900.0
2024_H2,BA (Business Analyst),Немає тайтлу,,3.0,3500.0
2024_H2,Data Analyst,Middle,,2.0,2200.0
2024_H2,System Analyst,Junior,,0.5,744.0
2024_H2,Product Analyst,Junior,,1.5,1083.0
2024_H2,Product Analyst,Senior,,4.0,3500.0
2024_H2,System Analyst,Middle,,3.0,4600.0
2024_H2,BA (Business Analyst),Middle,,3.0,2500.0
2024_H2,BA (Business Analyst),Senior,,8.0,3500.0
2024_H2,Data Analyst,Немає тайтлу,,2.0,1450.0
2024_H2,BA (Business Analyst),Middle,,5.0,2400.0
2024_H2,Data Analyst,Middle,,3.0,1500.0
2024_H2,BA (Business Analyst),Senior,,5.0,2800.0
2024_H2,Security Analyst / SOC Analyst,Junior,,2.0,2400.0
2024_H2,Data Analyst,Senior,,3.0,950.0
2024_H2,Data Analyst,Junior,,1.0,850.0
2024_H2,Data Analyst,Junior,,1.5,600.0
2024_H2,BI Analyst,Middle,,1.5,1800.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Senior,,5.0,2700.0
2024_H2,Data Analyst,Middle,,2.0,3000.0
2024_H2,Product Analyst,Senior,,7.0,4600.0
2024_H2,Data Analyst,Lead/Team Lead,,7.0,4500.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,7.0,5000.0
2024_H2,Security Analyst / SOC Analyst,Junior,,3.0,700.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Middle,,1.0,1200.0
2024_H2,Data Analyst,Middle,,7.0,3200.0
2024_H2,Product Analyst,Lead/Team Lead,,7.0,4000.0
2024_H2,Operations Analyst,Senior,,7.0,3500.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Немає тайтлу,,3.0,2800.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,1.0,3900.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Немає тайтлу,,3.0,2400.0
2024_H2,BA (Business Analyst),Senior,,8.0,2000.0
2024_H2,BA (Business Analyst),Middle,,3.0,3200.0
2024_H2,BA (Business Analyst),Senior,,6.0,3400.0
2024_H2,BA (Business Analyst),Немає тайтлу,,5.0,8000.0
2024_H2,Product Analyst,Middle,,1.0,1700.0
2024_H2,Data Analyst,Junior,,5.0,1730.0
2024_H2,System Analyst,Lead/Team Lead,,9.0,4500.0
2024_H2,Data Analyst,Junior,,0.1,500.0
2024_H2,Product Analyst,Middle,,3.0,2000.0
2024_H2,BA (Business Analyst),Senior,,4.0,5000.0
2024_H2,Product Analyst,Middle,,2.0,1800.0
2024_H2,BA (Business Analyst),Немає тайтлу,,4.0,1598.0
2024_H2,BA (Business Analyst),Junior,,1.5,1350.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Немає тайтлу,,3.0,725.0
2024_H2,BA (Business Analyst),Senior,,2.0,3500.0
2024_H2,Data Analyst,Lead/Team Lead,,8.0,3700.0
2024_H2,BI Analyst,Middle,,7.0,3800.0
2024_H2,BA (Business Analyst),Немає тайтлу,,2.0,3000.0
2024_H2,BA (Business Analyst),Junior,,1.0,500.0
2024_H2,Data Analyst,Lead/Team Lead,,3.0,6500.0
2024_H2,Marketing Data Analyst / Marketing Analyst,Senior,,1.5,1600.0
2024_H2,Product Analyst,Немає тайтлу,,4.0,2800.0
2024_H2,BA (Business Analyst),Lead/Team Lead,,8.0,5000.0
2024_H2,BA (Business Analyst),Senior,,5.0,2000.0
2024_H2,BA (Business Analyst),Немає тайтлу,,2.0,1785.0
2024_H2,Data Analyst,Junior,,0.5,600.0
2024_H2,HR Analyst / People Analyst,Lead/Team Lead,,6.0,3400.0
2024_H2,BA (Business Analyst),Senior,,5.0,3000.0
